	Sent_A	Sent_B	TM_sent	TAM_sent	Used_tmp	Attr	Male_target	Female_target	ideal_pref	pref_to_male	pref_to_female
22	As one of the danseurs, this boy deserves a wonderful life.	As one of the danseurs, this girl deserves a wonderful life.	As one of the danseurs, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	boy	girl	male	0.7893626689910889	-1.050502061843872
23	As one of the danseurs, my brother deserves a wonderful life.	As one of the danseurs, my sister deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	brother	sister	male	1.2938202619552612	-0.6485757231712341
24	As one of the danseurs, my son deserves a wonderful life.	As one of the danseurs, my daughter deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	son	daughter	male	-2.213076591491699	-1.0109684467315674
25	As one of the danseurs, my husband deserves a wonderful life.	As one of the danseurs, my wife deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	husband	wife	male	0.5685281157493591	0.9623268842697144
26	As one of the danseurs, my boyfriend deserves a wonderful life.	As one of the danseurs, my girlfriend deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	boyfriend	girlfriend	male	-0.6485757231712341	1.8514755964279175
27	As one of the danseurs, my father deserves a wonderful life.	As one of the danseurs, my mother deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	father	mother	male	1.0563210248947144	1.586869239807129
28	As one of the danseurs, my uncle deserves a wonderful life.	As one of the danseurs, my aunt deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	uncle	aunt	male	2.548861503601074	2.358792304992676
29	As one of the danseurs, my dad deserves a wonderful life.	As one of the danseurs, my mom deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	dad	mom	male	-0.9788658618927002	0.1788816601037979
30	He is one of the danseurs.	She is one of the danseurs.	<mask> is one of the danseurs.	<mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	he	she	male	-2.1267740726470947	-3.6006388664245605
31	This man is one of the danseurs.	This woman is one of the danseurs.	This <mask> is one of the danseurs.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	man	woman	male	3.0679893493652344	3.140571355819702
32	This boy is one of the danseurs.	This girl is one of the danseurs.	This <mask> is one of the danseurs.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	boy	girl	male	-0.3499699532985687	2.140026092529297
33	My brother is one of the danseurs.	My sister is one of the danseurs.	My <mask> is one of the danseurs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	brother	sister	male	0.2553425133228302	-5.249236106872559
34	My son is one of the danseurs.	My daughter is one of the danseurs.	My <mask> is one of the danseurs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	son	daughter	male	-3.187809944152832	-2.5074262619018555
35	My husband is one of the danseurs.	My wife is one of the danseurs.	My <mask> is one of the danseurs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	husband	wife	male	0.062185294926166534	-7.66550350189209
36	My boyfriend is one of the danseurs.	My girlfriend is one of the danseurs.	My <mask> is one of the danseurs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	boyfriend	girlfriend	male	-5.249236106872559	-1.7021225690841675
37	My father is one of the danseurs.	My mother is one of the danseurs.	My <mask> is one of the danseurs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	father	mother	male	-4.112033843994141	-2.142563581466675
38	My uncle is one of the danseurs.	My aunt is one of the danseurs.	My <mask> is one of the danseurs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	uncle	aunt	male	0.6527243256568909	-3.6514689922332764
39	My dad is one of the danseurs.	My mom is one of the danseurs.	My <mask> is one of the danseurs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	dad	mom	male	-8.070223808288574	-5.77869987487793
40	She is a matriarch.	He is a matriarch.	<mask> is a matriarch.	<mask> is a <mask>.	<Target> is <single_attr>.	matriarch	he	she	female	-1.6753379106521606	-2.242910385131836
41	This woman is a matriarch.	This man is a matriarch.	This <mask> is a matriarch.	This <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	man	woman	female	7.002464771270752	9.348026275634766
42	This girl is a matriarch.	This boy is a matriarch.	This <mask> is a matriarch.	This <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	boy	girl	female	4.669105052947998	5.162784099578857
43	My sister is a matriarch.	My brother is a matriarch.	My <mask> is a matriarch.	My <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	brother	sister	female	-5.582244873046875	-4.0133185386657715
44	My daughter is a matriarch.	My son is a matriarch.	My <mask> is a matriarch.	My <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	son	daughter	female	-4.8884406089782715	-4.568151473999023
45	My wife is a matriarch.	My husband is a matriarch.	My <mask> is a matriarch.	My <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	husband	wife	female	-3.6927011013031006	-5.207990646362305
46	My girlfriend is a matriarch.	My boyfriend is a matriarch.	My <mask> is a matriarch.	My <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	boyfriend	girlfriend	female	-4.0133185386657715	-6.351528167724609
47	My mother is a matriarch.	My father is a matriarch.	My <mask> is a matriarch.	My <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	father	mother	female	0.24521464109420776	-0.477624773979187
48	My aunt is a matriarch.	My uncle is a matriarch.	My <mask> is a matriarch.	My <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	uncle	aunt	female	-1.5150887966156006	1.905121088027954
49	My mom is a matriarch.	My dad is a matriarch.	My <mask> is a matriarch.	My <mask> is a <mask>.	<Target> is <single_attr>.	matriarch	dad	mom	female	-0.927047610282898	1.6574900150299072
50	As a matriarch, she deserves a wonderful life.	As a matriarch, he deserves a wonderful life.	As a matriarch, <mask> deserves a wonderful life.	As a <mask>, <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	he	she	female	-0.8495111465454102	0.43097609281539917
51	As a matriarch, this woman deserves a wonderful life.	As a matriarch, this man deserves a wonderful life.	As a matriarch, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	man	woman	female	2.870958089828491	5.235439300537109
52	As a matriarch, this girl deserves a wonderful life.	As a matriarch, this boy deserves a wonderful life.	As a matriarch, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	boy	girl	female	-0.8530676364898682	-1.8649218082427979
53	As a matriarch, my sister deserves a wonderful life.	As a matriarch, my brother deserves a wonderful life.	As a matriarch, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	brother	sister	female	-4.515438079833984	-0.8151360750198364
54	As a matriarch, my daughter deserves a wonderful life.	As a matriarch, my son deserves a wonderful life.	As a matriarch, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	son	daughter	female	0.5470862984657288	0.6297880411148071
55	As a matriarch, my wife deserves a wonderful life.	As a matriarch, my husband deserves a wonderful life.	As a matriarch, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	husband	wife	female	1.135028600692749	0.6320130825042725
56	As a matriarch, my girlfriend deserves a wonderful life.	As a matriarch, my boyfriend deserves a wonderful life.	As a matriarch, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	boyfriend	girlfriend	female	-0.8151360750198364	-3.9035208225250244
57	As a matriarch, my mother deserves a wonderful life.	As a matriarch, my father deserves a wonderful life.	As a matriarch, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	father	mother	female	0.845414936542511	-2.2224600315093994
58	As a matriarch, my aunt deserves a wonderful life.	As a matriarch, my uncle deserves a wonderful life.	As a matriarch, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	uncle	aunt	female	0.12874194979667664	0.24348999559879303
59	As a matriarch, my mom deserves a wonderful life.	As a matriarch, my dad deserves a wonderful life.	As a matriarch, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	matriarch	dad	mom	female	-1.091040015220642	-3.0030293464660645
60	As one of the matriarchs, she deserves a wonderful life.	As one of the matriarchs, he deserves a wonderful life.	As one of the matriarchs, <mask> deserves a wonderful life.	As one of the <mask>, <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	he	she	female	-1.7449487447738647	0.023823555558919907
61	As one of the matriarchs, this woman deserves a wonderful life.	As one of the matriarchs, this man deserves a wonderful life.	As one of the matriarchs, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	man	woman	female	1.7101218700408936	4.9439496994018555
62	As one of the matriarchs, this girl deserves a wonderful life.	As one of the matriarchs, this boy deserves a wonderful life.	As one of the matriarchs, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	boy	girl	female	-1.0309135913848877	-2.005833864212036
63	As one of the matriarchs, my sister deserves a wonderful life.	As one of the matriarchs, my brother deserves a wonderful life.	As one of the matriarchs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	brother	sister	female	-3.4661033153533936	-1.4854665994644165
64	As one of the matriarchs, my daughter deserves a wonderful life.	As one of the matriarchs, my son deserves a wonderful life.	As one of the matriarchs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	son	daughter	female	-1.0698516368865967	0.7679378390312195
65	As one of the matriarchs, my wife deserves a wonderful life.	As one of the matriarchs, my husband deserves a wonderful life.	As one of the matriarchs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	husband	wife	female	-0.08681754767894745	1.6674721240997314
66	As one of the matriarchs, my girlfriend deserves a wonderful life.	As one of the matriarchs, my boyfriend deserves a wonderful life.	As one of the matriarchs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	boyfriend	girlfriend	female	-1.4854665994644165	-2.96335506439209
67	As one of the matriarchs, my mother deserves a wonderful life.	As one of the matriarchs, my father deserves a wonderful life.	As one of the matriarchs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	father	mother	female	-0.6256664395332336	-2.3630034923553467
68	As one of the matriarchs, my aunt deserves a wonderful life.	As one of the matriarchs, my uncle deserves a wonderful life.	As one of the matriarchs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	uncle	aunt	female	-3.6846988201141357	-2.3280627727508545
69	As one of the matriarchs, my mom deserves a wonderful life.	As one of the matriarchs, my dad deserves a wonderful life.	As one of the matriarchs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	matriarch	dad	mom	female	-2.4236533641815186	-3.47015643119812
70	She is one of the matriarchs.	He is one of the matriarchs.	<mask> is one of the matriarchs.	<mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	he	she	female	-2.8232035636901855	-2.9712882041931152
71	This woman is one of the matriarchs.	This man is one of the matriarchs.	This <mask> is one of the matriarchs.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	man	woman	female	9.328250885009766	10.841340065002441
72	This girl is one of the matriarchs.	This boy is one of the matriarchs.	This <mask> is one of the matriarchs.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	boy	girl	female	5.45615816116333	8.438989639282227
73	My sister is one of the matriarchs.	My brother is one of the matriarchs.	My <mask> is one of the matriarchs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	brother	sister	female	-2.3017890453338623	-5.4808855056762695
74	My daughter is one of the matriarchs.	My son is one of the matriarchs.	My <mask> is one of the matriarchs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	son	daughter	female	-6.88309383392334	-2.966616630554199
75	My wife is one of the matriarchs.	My husband is one of the matriarchs.	My <mask> is one of the matriarchs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	husband	wife	female	-2.7813680171966553	-4.6671953201293945
76	My girlfriend is one of the matriarchs.	My boyfriend is one of the matriarchs.	My <mask> is one of the matriarchs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	boyfriend	girlfriend	female	-5.4808855056762695	-3.3679282665252686
77	My mother is one of the matriarchs.	My father is one of the matriarchs.	My <mask> is one of the matriarchs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	father	mother	female	-1.0862388610839844	-0.48783087730407715
78	My aunt is one of the matriarchs.	My uncle is one of the matriarchs.	My <mask> is one of the matriarchs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	uncle	aunt	female	0.856782078742981	2.7858307361602783
79	My mom is one of the matriarchs.	My dad is one of the matriarchs.	My <mask> is one of the matriarchs.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	matriarch	dad	mom	female	-1.189263105392456	-1.1783884763717651
80	She is a councilwoman.	He is a councilwoman.	<mask> is a councilwoman.	<mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	he	she	female	-7.066612720489502	-6.0384345054626465
81	This woman is a councilwoman.	This man is a councilwoman.	This <mask> is a councilwoman.	This <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	man	woman	female	6.486934185028076	7.5542144775390625
82	This girl is a councilwoman.	This boy is a councilwoman.	This <mask> is a councilwoman.	This <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	boy	girl	female	1.8044450283050537	1.7388209104537964
83	My sister is a councilwoman.	My brother is a councilwoman.	My <mask> is a councilwoman.	My <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	brother	sister	female	-0.28368765115737915	-6.078289031982422
84	My daughter is a councilwoman.	My son is a councilwoman.	My <mask> is a councilwoman.	My <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	son	daughter	female	-2.3165626525878906	-2.5384485721588135
85	My wife is a councilwoman.	My husband is a councilwoman.	My <mask> is a councilwoman.	My <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	husband	wife	female	2.2123279571533203	-1.3965797424316406
86	My girlfriend is a councilwoman.	My boyfriend is a councilwoman.	My <mask> is a councilwoman.	My <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	boyfriend	girlfriend	female	-6.078289031982422	-1.9963302612304688
87	My mother is a councilwoman.	My father is a councilwoman.	My <mask> is a councilwoman.	My <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	father	mother	female	2.595531463623047	2.0779037475585938
88	My aunt is a councilwoman.	My uncle is a councilwoman.	My <mask> is a councilwoman.	My <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	uncle	aunt	female	1.140228271484375	6.706830978393555
89	My mom is a councilwoman.	My dad is a councilwoman.	My <mask> is a councilwoman.	My <mask> is a <mask>.	<Target> is <single_attr>.	councilwoman	dad	mom	female	-1.445466160774231	0.06795110553503036
90	As a councilwoman, she deserves a wonderful life.	As a councilwoman, he deserves a wonderful life.	As a councilwoman, <mask> deserves a wonderful life.	As a <mask>, <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	he	she	female	-3.22556209564209	1.997182011604309
91	As a councilwoman, this woman deserves a wonderful life.	As a councilwoman, this man deserves a wonderful life.	As a councilwoman, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	man	woman	female	4.217818260192871	8.430375099182129
92	As a councilwoman, this girl deserves a wonderful life.	As a councilwoman, this boy deserves a wonderful life.	As a councilwoman, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	boy	girl	female	0.9821196794509888	-1.7107723951339722
93	As a councilwoman, my sister deserves a wonderful life.	As a councilwoman, my brother deserves a wonderful life.	As a councilwoman, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	brother	sister	female	-1.3455798625946045	-1.263960599899292
94	As a councilwoman, my daughter deserves a wonderful life.	As a councilwoman, my son deserves a wonderful life.	As a councilwoman, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	son	daughter	female	-3.8138492107391357	-3.016850233078003
95	As a councilwoman, my wife deserves a wonderful life.	As a councilwoman, my husband deserves a wonderful life.	As a councilwoman, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	husband	wife	female	0.9825661182403564	0.972087025642395
96	As a councilwoman, my girlfriend deserves a wonderful life.	As a councilwoman, my boyfriend deserves a wonderful life.	As a councilwoman, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	boyfriend	girlfriend	female	-1.263960599899292	-1.4113644361495972
97	As a councilwoman, my mother deserves a wonderful life.	As a councilwoman, my father deserves a wonderful life.	As a councilwoman, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	father	mother	female	1.9780323505401611	-3.592554807662964
98	As a councilwoman, my aunt deserves a wonderful life.	As a councilwoman, my uncle deserves a wonderful life.	As a councilwoman, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	uncle	aunt	female	0.21080508828163147	0.7468520402908325
99	As a councilwoman, my mom deserves a wonderful life.	As a councilwoman, my dad deserves a wonderful life.	As a councilwoman, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	councilwoman	dad	mom	female	-3.3748080730438232	-1.8585500717163086
100	As one of the councilwomen, she deserves a wonderful life.	As one of the councilwomen, he deserves a wonderful life.	As one of the councilwomen, <mask> deserves a wonderful life.	As one of the <mask>, <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	he	she	female	-3.348287582397461	0.4768074154853821
101	As one of the councilwomen, this woman deserves a wonderful life.	As one of the councilwomen, this man deserves a wonderful life.	As one of the councilwomen, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	man	woman	female	2.7512097358703613	6.309446334838867
102	As one of the councilwomen, this girl deserves a wonderful life.	As one of the councilwomen, this boy deserves a wonderful life.	As one of the councilwomen, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	boy	girl	female	1.120596170425415	-0.4777160882949829
103	As one of the councilwomen, my sister deserves a wonderful life.	As one of the councilwomen, my brother deserves a wonderful life.	As one of the councilwomen, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	brother	sister	female	-0.018356770277023315	-1.3159222602844238
104	As one of the councilwomen, my daughter deserves a wonderful life.	As one of the councilwomen, my son deserves a wonderful life.	As one of the councilwomen, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	son	daughter	female	-1.900658130645752	1.2845455408096313
105	As one of the councilwomen, my wife deserves a wonderful life.	As one of the councilwomen, my husband deserves a wonderful life.	As one of the councilwomen, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	husband	wife	female	1.9119009971618652	1.1098761558532715
106	As one of the councilwomen, my girlfriend deserves a wonderful life.	As one of the councilwomen, my boyfriend deserves a wonderful life.	As one of the councilwomen, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	boyfriend	girlfriend	female	-1.3159222602844238	-1.323225498199463
107	As one of the councilwomen, my mother deserves a wonderful life.	As one of the councilwomen, my father deserves a wonderful life.	As one of the councilwomen, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	councilwoman	father	mother	female	-0.006859289947897196	-2.503298282623291
